meshblock_id,census_year_id,one_family,one_person,other_multi,three_family,total,total_stated,two_family,unidentifiable
1182500,2,0,0,0,0,0,0,0,0
1182600,2,0,0,0,0,0,0,0,0
1182702,2,0,0,0,0,3,0,0,0
1182703,2,0,0,0,0,0,0,0,0
1182704,2,9,6,3,0,15,15,0,0
1182705,2,15,0,0,0,18,18,0,0
1182706,2,18,6,0,0,30,30,3,3
1182800,2,54,18,0,0,75,72,0,3
1182900,2,54,63,3,0,120,120,0,0
1183003,2,60,12,0,0,72,72,0,0
1183004,2,60,15,0,0,78,78,0,0
1183005,2,33,12,0,0,45,45,0,0
1183006,2,27,15,0,3,42,42,0,0
1183007,2,36,9,0,0,48,45,0,0
1183101,2,12,9,0,0,21,21,0,0
1183102,2,18,6,0,0,30,30,3,0
1183103,2,12,0,0,0,15,15,0,0
1183104,2,21,3,0,0,24,24,0,0
1183201,2,0,0,0,0,3,0,0,0
1183202,2,6,0,0,0,12,12,0,0
1183203,2,0,0,0,0,0,0,0,0
1183204,2,0,0,0,0,0,0,0,0
1183205,2,0,0,0,0,0,0,0,0
1183206,2,21,3,3,0,27,27,0,0
1183207,2,15,6,0,0,24,24,0,0
1183300,2,39,3,3,0,45,42,0,0
1183401,2,12,3,0,0,15,12,0,0
1183402,2,0,0,0,0,3,0,0,0
1183403,2,9,6,0,0,15,15,0,0
1183404,2,18,3,0,0,27,27,3,0
1183405,2,15,3,0,0,21,18,0,0
1183406,2,15,6,0,0,24,24,0,0
1183407,2,24,9,0,0,30,33,0,0
1183408,2,15,3,0,0,21,21,0,0
1183409,2,12,6,0,0,18,18,0,0
1183501,2,24,15,0,0,45,42,3,3
1183502,2,36,30,3,0,72,72,0,3
1183601,2,27,12,0,0,45,42,0,0
1183602,2,0,0,0,0,0,0,0,0
1183700,2,42,9,3,0,57,54,0,3
1183803,2,0,0,0,0,3,0,0,0
1183804,2,57,42,0,0,102,102,3,0
1183805,2,12,6,3,0,18,18,0,0
1183806,2,6,0,0,0,9,9,0,0
1183807,2,24,9,3,0,39,36,0,3
1183808,2,36,15,3,0,54,54,3,0
1183809,2,24,3,3,0,33,30,0,0
1183901,2,9,0,0,0,12,12,0,0
1183902,2,12,3,0,0,15,15,0,0
1183903,2,15,0,0,0,15,15,0,0
1183904,2,39,12,3,0,54,54,0,0
1183905,2,12,3,0,0,15,18,0,0
1183906,2,15,3,0,0,18,15,0,0
1184000,2,0,0,0,0,0,0,0,0
1184100,2,0,0,0,0,0,0,0,0
1184200,2,21,9,0,0,33,33,3,0
1184300,2,15,6,0,0,21,21,0,0
1184401,2,0,0,0,0,6,6,0,0
1184402,2,0,0,0,0,0,0,0,0
1184500,2,0,0,0,0,3,0,0,0
1184600,2,9,6,0,0,15,15,0,0
1184700,2,0,0,0,0,0,0,0,0
1184801,2,15,6,0,0,21,21,0,0
1184802,2,27,6,0,0,36,33,0,3
1184901,2,33,6,0,0,36,39,0,0
1184902,2,27,6,0,0,30,30,0,0
1185000,2,36,6,3,0,42,42,0,0
1185100,2,72,9,3,0,87,87,3,0
1185201,2,60,9,3,0,75,75,3,0
1185202,2,75,12,0,0,87,87,0,0
1185300,2,60,12,3,0,78,72,0,0
1185400,2,45,6,3,0,57,57,0,3
1185500,2,75,12,0,0,87,87,0,0
1185600,2,18,3,0,0,24,24,0,3
1185700,2,0,0,0,0,0,0,0,0
1185800,2,27,9,0,0,36,36,0,0
1185900,2,42,9,3,0,51,54,0,0
1186000,2,33,9,0,0,48,48,0,3
1186100,2,15,6,0,0,21,21,0,0
1186201,2,21,3,3,0,24,24,0,0
1186202,2,36,9,0,0,45,45,3,0
1186301,2,12,6,0,0,18,18,0,0
1186302,2,9,0,0,0,9,9,0,0
1186303,2,21,6,0,0,33,30,3,0
1186304,2,12,0,0,0,15,12,0,0
1186400,2,15,3,0,0,15,18,0,0
1186500,2,15,6,0,0,21,21,0,0
1186600,2,0,0,0,0,0,0,0,0
1186701,2,39,12,0,0,54,54,0,0
1186702,2,30,3,0,0,36,36,0,0
1186703,2,15,3,0,0,18,18,0,3
1186704,2,57,6,0,0,63,63,0,0
1186705,2,45,6,0,0,54,54,0,0
1186800,2,0,0,0,0,0,0,0,0
1186901,2,36,12,0,0,48,48,0,0
1186902,2,51,24,3,0,81,81,0,0
1187001,2,45,12,3,0,57,57,0,0
1187002,2,48,6,3,0,57,54,0,0
1187100,2,45,6,6,0,57,54,0,0
1187201,2,24,12,0,0,33,33,0,0
1187203,2,45,15,0,0,63,63,3,0
1187204,2,27,15,0,0,45,45,0,3
1187207,2,48,6,0,0,54,54,0,0
1187208,2,81,51,0,0,132,132,0,0
1187209,2,12,6,0,0,15,15,0,0
1187300,2,66,9,3,0,78,78,3,0
1187401,2,0,0,0,0,3,0,0,0
1187402,2,0,0,0,0,6,0,0,0
1187403,2,75,12,0,0,90,87,0,0
1187500,2,66,12,0,0,81,81,0,0
1187600,2,0,0,0,0,0,0,0,0
1187700,2,0,0,0,0,0,0,0,0
1187800,2,0,0,0,0,0,0,0,0
1187901,2,33,6,0,0,42,39,0,3
1187902,2,33,6,0,0,42,39,0,3
1187903,2,60,12,3,0,75,75,0,3
1188001,2,54,9,0,0,72,69,3,0
1188002,2,45,12,0,0,57,57,0,0
1188102,2,78,12,6,0,99,96,3,3
1188103,2,39,6,0,0,45,45,0,0
1188104,2,21,6,0,0,27,27,0,0
1188200,2,42,6,3,0,54,51,0,3
1188300,2,45,6,3,0,54,54,0,0
1188401,2,39,9,0,0,51,48,3,0
1188403,2,15,0,0,0,18,15,0,0
1188404,2,33,3,3,0,39,39,0,3
1188405,2,21,9,0,0,30,30,0,0
1188501,2,21,9,3,0,39,36,3,3
1188502,2,18,0,0,0,24,24,3,3
1188601,2,27,9,3,0,45,42,3,0
1188602,2,33,3,0,0,39,39,0,0
1188603,2,0,0,0,0,3,0,0,0
1188700,2,0,0,0,0,3,0,0,0
1188802,2,0,0,0,0,0,0,0,0
1188804,2,0,0,0,0,0,0,0,0
1188805,2,0,0,0,0,0,0,0,0
1188806,2,0,0,0,0,0,0,0,0
1188807,2,0,9,0,0,12,12,0,0
1188808,2,0,0,0,0,0,0,0,0
1188900,2,18,3,3,0,24,24,0,0
1189001,2,6,0,0,0,9,12,0,0
1189002,2,21,3,0,0,27,27,3,0
1189003,2,15,3,0,0,21,21,0,0
1189004,2,15,3,0,0,15,15,0,0
1189101,2,24,3,3,0,30,30,0,0
1189102,2,18,3,0,0,18,18,0,0
1189103,2,18,3,0,0,24,24,0,0
1189200,2,72,9,3,0,93,87,3,3
1189302,2,75,12,3,0,93,90,3,3
1189303,2,12,3,0,0,18,18,0,0
1189304,2,15,3,3,0,18,18,0,0
1189305,2,24,6,0,0,30,30,3,0
1189400,2,0,0,0,0,0,0,0,0
1189500,2,0,0,0,0,0,0,0,0
1189601,2,57,9,0,0,69,69,3,3
1189602,2,36,9,0,0,48,45,3,0
1189603,2,48,9,0,0,60,57,0,0
1189701,2,30,6,3,0,42,42,0,0
1189702,2,60,6,0,0,69,69,3,0
1189703,2,39,6,3,0,48,45,0,3
1189800,2,66,12,0,0,81,78,0,0
1189900,2,30,3,3,0,36,36,3,0
1190000,2,0,0,0,0,0,0,0,0
1190100,2,30,6,0,0,42,42,3,0
1190200,2,27,9,0,0,36,36,0,0
1190301,2,36,6,0,0,42,42,3,0
1190302,2,30,0,0,0,33,33,0,0
1190303,2,27,6,0,0,30,30,0,0
1190304,2,21,3,0,0,21,21,0,0
1190305,2,45,0,3,0,48,48,3,0
1190400,2,48,12,0,0,63,63,3,0
1190500,2,33,3,3,0,42,39,0,3
1190601,2,21,0,0,0,27,24,0,3
1190602,2,12,3,3,0,15,15,0,0
1190603,2,15,0,0,0,18,15,0,0
1190701,2,18,3,3,0,24,24,0,0
1190702,2,45,12,0,0,57,57,0,0
1190703,2,39,6,0,0,51,51,3,0
1190704,2,87,15,3,0,105,105,0,3
1190705,2,48,6,3,0,54,54,0,0
1190706,2,39,6,0,0,45,48,0,0
1190707,2,48,9,3,0,57,57,0,0
1190708,2,33,6,0,0,36,39,0,0
1190709,2,81,6,3,0,87,90,0,0
1190801,2,36,9,0,0,42,42,0,0
1190802,2,57,6,0,0,60,63,0,0
1190803,2,51,3,0,0,54,51,0,0
1190804,2,54,6,3,0,66,63,3,0
1190805,2,27,6,0,0,36,36,0,0
1190806,2,51,3,0,0,57,57,0,0
1190807,2,48,9,0,0,54,54,0,0
1190808,2,66,9,0,0,75,75,0,0
1190809,2,66,12,3,0,81,84,3,0
1190810,2,18,3,0,0,21,21,0,3
1190811,2,54,9,0,0,66,69,3,3
1190903,2,51,0,0,0,54,57,0,0
1190904,2,18,3,0,0,21,24,0,0
1190905,2,21,0,0,0,21,21,0,0
1190906,2,24,3,0,0,30,30,3,0
1190907,2,33,0,0,0,33,33,0,0
1190908,2,0,0,0,0,0,0,0,0
1190909,2,21,3,3,0,24,27,0,0
1191001,2,63,12,3,0,81,81,3,3
1191002,2,87,9,3,0,102,102,3,0
1191100,2,0,0,0,0,6,0,0,0
1191202,2,33,9,0,0,39,39,0,0
1191203,2,0,0,0,0,0,0,0,0
1191204,2,6,0,0,0,12,9,0,0
1191205,2,0,0,0,0,0,0,0,0
1191206,2,0,0,0,0,0,0,0,0
1191301,2,18,6,0,0,21,24,0,0
1191302,2,0,0,0,0,3,0,0,0
1191400,2,30,9,0,0,45,39,3,6
1191500,2,48,9,3,0,72,63,0,9
1191600,2,81,15,3,0,96,96,0,0
1191701,2,42,6,0,0,45,48,3,0
1191702,2,39,9,0,0,48,48,0,0
1191703,2,33,6,0,0,39,42,0,0
1191802,2,0,0,0,0,6,9,0,0
1191803,2,9,0,0,0,9,9,0,0
1191804,2,21,0,0,0,24,24,0,0
1191805,2,21,3,0,0,24,24,0,0
1191900,2,39,9,3,0,57,54,3,3
1192001,2,30,6,0,0,39,36,0,3
1192002,2,48,3,3,0,57,54,0,3
1192003,2,63,12,3,0,90,75,0,15
1192104,2,27,36,3,0,63,63,0,0
1192105,2,36,9,3,0,51,48,3,3
1192106,2,39,3,3,0,51,48,0,0
1192107,2,54,9,0,3,69,66,0,0
1192108,2,39,3,3,0,45,42,3,0
1192111,2,27,0,0,0,24,27,0,0
1192112,2,36,3,3,0,39,39,0,3
1192113,2,18,3,0,0,18,18,3,0
1192114,2,27,6,3,0,33,36,0,0
1192115,2,0,0,0,0,3,0,0,0
1192116,2,21,3,0,0,24,24,0,0
1192117,2,9,3,0,0,15,15,3,0
1192118,2,0,0,0,0,0,0,0,0
1192119,2,0,0,0,0,0,0,0,0
1192120,2,0,0,0,0,0,0,0,0
1192121,2,0,0,0,0,0,0,0,0
1192122,2,0,0,0,0,0,0,0,0
1192123,2,0,0,0,0,0,0,0,0
1192124,2,0,0,0,0,0,0,0,0
1192125,2,0,0,0,0,0,0,0,0
1192126,2,0,0,0,0,0,0,0,0
1192127,2,0,0,0,0,0,0,0,0
1192128,2,0,0,0,0,0,0,0,0
1192129,2,0,0,0,0,0,0,0,0
1192130,2,0,0,0,0,0,0,0,0
1192131,2,0,0,0,0,0,0,0,0
1192132,2,0,0,0,0,0,0,0,0
1192133,2,0,0,0,0,0,0,0,0
1192134,2,0,0,0,0,0,0,0,0
1192201,2,36,6,3,0,45,45,0,0
1192202,2,33,3,0,0,39,39,3,3
1192203,2,57,9,0,0,69,66,3,0
1192204,2,36,3,3,0,45,45,0,0
1192205,2,63,9,3,0,75,75,0,0
1192209,2,18,3,0,0,18,18,0,0
1192210,2,18,6,0,0,27,27,0,0
1192211,2,6,0,0,0,6,6,0,0
1192212,2,12,0,0,0,12,12,0,0
1192213,2,0,0,0,0,3,0,0,0
1192214,2,12,3,0,0,18,15,0,0
1192215,2,0,0,0,0,6,6,0,0
1192216,2,18,3,0,0,24,24,3,0
1192217,2,9,0,0,0,9,12,0,0
1192218,2,9,0,0,0,9,6,0,0
1192219,2,9,0,0,0,6,6,0,0
1192220,2,6,0,0,0,6,6,0,0
1192221,2,6,0,0,0,6,6,0,0
1192222,2,0,0,0,0,6,0,0,0
1192223,2,0,0,0,0,6,6,0,0
1192224,2,15,3,0,0,21,21,0,0
1192225,2,21,12,3,0,36,36,3,0
1192226,2,0,0,0,0,0,0,0,0
1192227,2,0,0,0,0,0,0,0,0
1192228,2,9,0,0,0,12,12,0,0
1192229,2,3,15,0,0,21,21,0,0
1192230,2,15,24,0,0,36,36,0,0
1192231,2,9,9,0,0,21,21,0,0
1192232,2,0,0,0,0,0,0,0,0
1192233,2,0,0,0,0,6,9,0,0
1192234,2,12,6,0,0,18,18,0,0
1192300,2,84,18,3,0,111,111,6,0
1192400,2,90,18,3,0,117,114,3,0
1192500,2,54,9,0,0,60,60,0,0
1192602,2,0,0,0,0,0,0,0,0
1192603,2,54,6,0,0,63,63,3,0
1192604,2,48,9,3,0,57,57,0,3
1192701,2,0,0,0,0,3,0,0,0
1192702,2,0,0,0,0,6,0,0,0
1192800,2,0,0,0,0,0,0,0,0
1192900,2,39,6,0,0,48,48,0,0
1193001,2,0,0,0,0,0,0,0,0
1193002,2,0,0,0,0,3,0,0,0
1193100,2,51,9,6,0,63,63,0,0
1193201,2,30,9,3,0,51,48,3,6
1193202,2,30,6,0,0,39,42,0,0
1193204,2,21,3,0,0,27,27,0,0
1193207,2,9,0,0,0,12,12,0,0
1193208,2,6,0,0,0,9,9,0,0
1193209,2,30,0,0,0,30,30,0,0
1193210,2,30,0,0,0,33,33,0,3
1193211,2,33,0,0,0,33,36,0,0
1193212,2,54,0,0,0,54,54,3,0
1193213,2,33,3,0,0,39,39,0,0
1193214,2,45,0,0,0,48,48,0,0
1193215,2,39,54,3,0,93,93,0,0
1193216,2,9,9,0,0,18,18,3,0
1193217,2,9,0,0,0,12,12,0,0
1193218,2,15,3,0,0,18,18,0,0
1193219,2,15,3,0,0,18,18,0,0
1193220,2,9,0,0,0,9,12,0,0
1193303,2,33,3,3,0,39,36,0,3
1193305,2,51,12,3,0,66,63,0,6
1193306,2,0,0,0,0,0,0,0,0
1193307,2,9,0,0,0,12,12,0,0
1193308,2,27,0,0,0,30,27,0,0
1193309,2,15,6,0,0,21,21,0,3
1193310,2,27,6,0,0,30,30,0,0
1193311,2,15,0,0,0,15,15,0,0
1193312,2,6,0,0,0,9,9,0,0
1193313,2,12,3,0,0,15,15,0,0
1193314,2,12,0,0,0,12,12,0,0
1193315,2,0,0,0,0,6,0,0,0
1193402,2,21,0,0,0,24,24,0,0
1193403,2,42,6,3,0,54,51,0,3
1193404,2,36,3,3,0,42,42,0,3
1193501,2,24,9,3,0,39,39,0,3
1193502,2,36,3,3,0,45,42,3,0
1193503,2,21,3,0,0,27,27,0,3
1193601,2,57,12,0,0,72,72,3,0
1193602,2,60,3,0,0,63,63,0,0
1193701,2,9,0,0,0,9,12,0,0
1193702,2,42,9,3,0,57,54,0,3
1193800,2,69,18,3,0,99,96,3,3
1193900,2,69,6,0,0,81,78,0,0
1194000,2,9,6,0,0,15,15,0,0
1194100,2,0,0,0,0,0,0,0,0
1194200,2,0,0,0,0,3,0,0,0
1194300,2,0,0,0,0,0,0,0,0
1194400,2,18,27,6,0,51,48,0,3
1194501,2,21,9,0,0,27,27,0,0
1194502,2,0,0,0,0,6,6,0,0
1194503,2,15,6,3,0,24,24,0,3
1194504,2,9,0,0,0,9,9,0,0
1194505,2,0,0,0,0,3,0,0,0
1194600,2,21,9,9,0,39,42,0,0
1194700,2,15,6,0,0,21,21,3,0
1194800,2,21,12,3,0,36,36,0,0
1194900,2,21,3,12,0,36,36,0,0
1195000,2,21,12,0,0,30,30,0,0
1195100,2,6,3,3,0,15,12,0,3
1195200,2,15,9,3,0,30,30,0,3
1195300,2,33,12,6,0,48,48,0,0
1195400,2,48,24,9,0,81,81,0,0
1195500,2,15,15,0,0,30,30,0,0
1195600,2,9,15,6,0,27,24,0,0
1195700,2,0,0,0,0,0,0,0,0
1195800,2,27,6,0,0,33,33,0,0
1195900,2,36,33,9,0,78,78,3,0
1196000,2,21,12,3,0,39,39,0,3
1196100,2,30,12,3,0,42,45,0,0
1196200,2,45,54,6,0,102,102,3,3
1196300,2,48,24,9,0,84,81,0,0
1196400,2,51,15,3,0,66,69,0,0
1196500,2,72,15,9,0,99,99,3,0
1196600,2,57,21,9,0,87,87,3,0
1196700,2,57,30,18,0,108,108,3,3
1196800,2,30,12,6,0,51,48,0,0
1196900,2,36,21,3,0,63,63,0,3
1197000,2,45,12,6,0,63,63,0,0
1197100,2,39,9,9,0,57,57,0,0
1197200,2,63,15,9,0,87,87,0,0
1197300,2,60,15,9,0,84,84,0,0
1197400,2,30,18,6,0,54,57,0,0
1197500,2,33,6,6,0,48,48,3,0
1197600,2,27,12,3,0,48,48,3,0
1197700,2,69,12,9,0,93,93,3,0
1197800,2,24,24,6,0,54,54,0,0
1197900,2,15,12,0,0,27,27,0,0
1198000,2,15,18,3,0,39,39,0,0
1198100,2,48,9,3,0,60,60,0,0
1198200,2,60,15,9,0,84,84,0,0
1198300,2,27,9,9,0,42,42,0,0
1198400,2,39,45,3,0,84,81,0,0
1198500,2,54,24,6,0,87,84,3,0
1198601,2,39,18,6,0,60,60,0,0
1198603,2,27,0,0,0,30,30,0,0
1198604,2,21,9,0,0,27,30,0,0
1198605,2,12,6,3,0,21,24,0,0
1198700,2,45,12,0,0,57,54,0,0
1198800,2,51,18,6,0,75,75,3,0
1198900,2,48,21,6,0,78,78,0,3
1199000,2,51,12,6,0,72,72,3,0
1199100,2,39,15,6,0,60,57,0,0
1199201,2,51,18,9,0,81,81,3,0
1199202,2,6,0,0,0,9,9,0,0
1199301,2,42,9,3,0,57,54,0,0
1199302,2,12,3,0,0,18,15,0,0
1199400,2,24,6,6,0,33,36,0,0
1199500,2,42,9,3,0,57,57,3,0
1199601,2,12,3,0,0,15,15,0,0
1199602,2,24,18,3,0,48,48,3,3
1199700,2,39,12,6,0,60,60,0,3
1199800,2,42,6,3,0,54,54,0,3
1199900,2,57,15,6,0,87,78,3,9
1200000,2,30,18,6,0,54,57,0,0
1200100,2,54,15,6,0,78,78,0,0
1200200,2,36,15,9,0,63,63,3,0
1200300,2,42,18,3,0,66,66,0,0
1200401,2,60,27,6,0,93,93,0,0
1200402,2,48,24,9,0,81,81,0,0
1200500,2,51,6,3,0,60,57,0,0
1200600,2,33,6,6,0,45,45,0,0
1200700,2,39,12,6,0,57,57,0,3
1200800,2,27,3,3,0,36,33,3,0
1200900,2,45,15,6,0,69,66,0,3
1201000,2,36,18,6,0,60,60,0,0
1201100,2,54,24,6,0,93,90,6,3
1201200,2,36,3,3,0,51,54,6,0
1201300,2,18,6,3,0,27,24,0,0
1201400,2,21,9,3,0,36,33,0,3
1201500,2,24,6,0,0,33,30,0,0
1201601,2,18,63,0,0,84,84,3,0
1201604,2,54,15,3,0,78,72,3,3
1201605,2,33,9,3,0,48,48,0,0
1201606,2,39,9,3,0,57,54,0,3
1201700,2,30,15,6,0,54,51,0,3
1201800,2,18,6,6,0,30,30,0,0
1201900,2,24,9,0,0,39,36,0,3
1202000,2,21,12,3,0,36,36,0,0
1202100,2,33,9,3,0,45,45,0,0
1202200,2,21,12,6,0,39,39,0,3
1202300,2,57,42,6,0,111,108,6,0
1202405,2,60,21,6,0,90,84,0,3
1202406,2,51,18,12,0,84,81,6,0
1202407,2,54,24,6,0,93,87,3,3
1202408,2,12,6,0,0,18,21,0,0
1202409,2,36,18,0,0,51,51,0,0
1202410,2,9,15,0,0,24,24,0,0
1202411,2,18,6,0,0,24,24,0,0
1202412,2,15,6,3,0,27,24,0,0
1202413,2,15,6,0,0,21,24,0,0
1202414,2,18,12,3,0,33,30,0,0
1202415,2,15,9,0,0,24,21,0,0
1202500,2,45,30,6,0,81,81,0,3
1202600,2,0,0,0,0,0,0,0,0
1202700,2,0,0,0,0,3,0,0,0
1202800,2,0,0,0,0,3,0,0,0
1202901,2,0,0,0,0,6,0,0,0
1202902,2,12,15,3,0,30,33,0,0
1203000,2,27,27,9,0,66,66,3,0
1203100,2,0,0,0,0,0,0,0,0
1203203,2,15,12,15,0,45,42,3,0
1203204,2,30,12,6,0,48,48,3,0
1203205,2,21,9,6,0,36,36,0,0
1203206,2,0,0,0,0,0,0,0,0
1203207,2,0,18,3,0,18,18,0,0
1203300,2,0,0,0,0,0,0,0,0
1203400,2,0,0,0,0,0,0,0,0
1203500,2,0,0,0,0,0,0,0,0
1203600,2,3,9,3,0,15,12,0,0
1203700,2,0,0,0,0,0,0,0,0
1203800,2,0,0,0,0,0,0,0,0
1203900,2,0,0,0,0,0,0,0,0
1204000,2,0,0,0,0,6,6,0,0
1204100,2,0,0,0,0,6,0,0,0
1204200,2,0,0,0,0,0,0,0,0
1204300,2,9,12,6,0,27,27,0,0
1204401,2,0,0,0,0,6,0,0,0
1204403,2,21,12,6,0,39,39,0,0
1204404,2,69,33,3,0,105,102,0,0
1204502,2,0,0,0,0,0,0,0,0
1204508,2,0,0,0,0,0,0,0,0
1204510,2,0,0,0,0,0,0,0,0
1204511,2,0,0,0,0,0,0,0,0
1204512,2,0,0,0,0,0,0,0,0
1204513,2,0,0,0,0,0,0,0,0
1204514,2,0,0,0,0,0,0,0,0
1204515,2,0,0,0,0,0,0,0,0
1204516,2,0,0,0,0,0,0,0,0
1204517,2,0,0,0,0,0,0,0,0
1204602,2,48,15,3,0,69,66,0,3
1204603,2,12,3,3,0,18,18,0,0
1204604,2,9,6,0,0,15,15,0,3
1204605,2,18,9,0,0,33,24,3,6
1204702,2,33,3,0,0,36,33,0,0
1204704,2,66,24,3,0,93,93,6,0
1204705,2,42,21,3,0,66,63,0,0
1204707,2,60,18,3,0,87,84,0,3
1204708,2,60,18,9,0,87,90,3,0
1204709,2,63,18,6,0,90,87,3,3
1204710,2,39,12,0,0,54,54,3,0
1204711,2,90,21,6,0,123,123,3,3
1204712,2,33,9,0,0,42,39,0,0
1204713,2,30,12,3,0,51,51,3,0
1204714,2,33,9,3,0,48,45,0,3
1204806,2,24,3,0,0,27,27,0,0
1204811,2,18,6,0,0,24,24,0,0
1204812,2,24,6,0,0,27,27,3,0
1204813,2,21,6,3,0,36,36,3,0
1204814,2,15,9,0,0,24,24,0,0
1204815,2,18,3,0,0,24,21,3,0
1204816,2,30,9,0,0,45,45,0,0
1204817,2,24,0,0,0,27,24,0,0
1204818,2,9,0,0,0,9,9,0,0
1204819,2,24,6,0,0,33,36,0,0
1204820,2,12,3,0,0,15,15,0,0
1204821,2,12,3,0,0,15,15,0,0
1204822,2,9,3,0,0,15,18,0,0
1204823,2,21,9,3,0,30,33,3,0
1204824,2,15,3,0,0,18,18,0,0
1204825,2,15,0,0,0,15,18,0,0
1204826,2,15,3,3,0,21,21,0,0
1204827,2,24,6,0,0,30,27,0,0
1204828,2,18,9,0,0,24,27,0,0
1204912,2,45,12,3,0,63,60,0,0
1204915,2,30,6,0,0,36,36,3,0
1204917,2,39,6,3,0,51,51,3,0
1204918,2,51,12,3,0,66,69,0,0
1204920,2,60,18,3,0,81,81,0,0
1204921,2,42,15,3,0,63,66,0,0
1204922,2,48,12,0,0,63,63,3,3
1204923,2,27,6,0,0,33,33,0,0
1204924,2,78,96,0,0,177,177,0,0
1204925,2,60,132,0,0,192,192,0,0
1204926,2,15,0,0,0,21,21,0,3
1204927,2,21,15,3,0,39,39,0,0
1204928,2,27,0,0,0,27,27,0,0
1204929,2,12,3,3,0,15,18,0,0
1204930,2,30,6,0,0,33,30,0,0
1204931,2,18,3,0,0,21,21,3,0
1204932,2,12,0,0,0,15,15,3,3
1204933,2,15,3,0,0,15,15,0,0
1204934,2,24,6,0,0,30,33,0,0
1204935,2,21,3,3,0,30,27,3,0
1204936,2,15,3,3,0,27,24,0,0
1204937,2,27,3,0,0,33,36,3,0
1204938,2,18,0,0,0,21,24,0,0
1204939,2,18,3,0,0,24,21,0,0
1204940,2,15,6,0,0,24,24,3,0
1204941,2,18,3,0,0,24,27,0,0
1204942,2,12,6,0,0,21,18,3,0
1204943,2,18,9,0,0,27,27,0,0
1204944,2,21,6,0,0,27,27,0,0
1204945,2,21,6,0,0,27,27,0,0
1204946,2,15,0,0,0,18,18,0,0
1204947,2,24,6,3,0,30,30,0,0
1204948,2,21,3,0,0,21,24,0,0
1204949,2,12,6,0,0,18,18,0,0
1204950,2,18,6,0,0,21,24,0,0
1204951,2,18,9,0,0,27,27,0,0
1204952,2,21,3,0,0,24,24,3,0
1204953,2,15,3,0,0,18,18,0,0
1204954,2,18,6,0,0,21,21,0,0
1204955,2,12,0,3,0,15,15,3,0
1204956,2,18,0,0,0,18,18,0,0
1205005,2,0,0,0,0,0,0,0,0
1205009,2,42,9,3,0,60,57,3,0
1205011,2,33,9,0,0,45,42,3,3
1205012,2,57,15,9,0,84,81,3,6
1205015,2,39,3,3,0,48,45,0,3
1205019,2,30,12,3,0,45,39,0,3
1205023,2,39,12,6,0,54,54,0,3
1205024,2,45,3,6,0,63,60,0,0
1205025,2,15,6,0,0,21,21,0,0
1205026,2,36,12,3,0,51,51,3,0
1205027,2,57,9,0,0,72,69,3,0
1205028,2,36,9,3,0,54,51,3,3
1205029,2,51,9,0,0,69,66,0,3
1205030,2,45,9,6,0,57,57,0,0
1205031,2,60,12,0,0,72,72,0,0
1205032,2,48,6,0,0,51,54,0,0
1205035,2,42,6,0,0,48,48,0,0
1205036,2,48,15,0,0,78,69,0,12
1205037,2,42,6,3,0,51,51,0,0
1205038,2,33,6,0,0,39,39,0,0
1205039,2,39,6,3,0,51,51,3,0
1205040,2,24,3,0,0,27,27,0,0
1205041,2,39,6,0,0,45,45,0,0
1205042,2,57,9,0,0,69,69,0,0
1205044,2,48,3,0,0,51,54,0,0
1205047,2,0,0,0,0,3,0,0,0
1205050,2,45,9,3,0,63,63,3,0
1205051,2,36,9,6,0,48,51,3,0
1205052,2,57,6,0,0,66,63,0,0
1205053,2,21,0,0,0,21,18,0,0
1205054,2,33,6,0,0,33,33,0,0
1205057,2,45,6,0,0,54,54,3,0
1205058,2,39,9,3,0,51,51,3,0
1205059,2,42,6,0,0,51,51,0,0
1205060,2,0,0,0,0,6,6,0,0
1205061,2,39,9,3,0,48,48,3,0
1205062,2,27,6,3,0,33,33,0,0
1205063,2,15,6,3,0,27,27,3,0
1205064,2,27,6,0,0,33,33,3,0
1205065,2,27,3,3,0,33,33,3,0
1205066,2,21,3,0,0,24,24,0,0
1205067,2,24,0,3,0,27,27,0,0
1205068,2,27,6,0,0,33,33,3,0
1205069,2,24,3,0,0,30,27,0,0
1205070,2,27,6,0,0,36,33,0,0
1205071,2,21,6,0,0,30,27,3,0
1205072,2,36,3,0,0,39,39,0,0
1205073,2,21,0,0,0,21,24,0,0
1205074,2,9,0,0,0,9,9,0,0
1205075,2,33,3,0,0,39,39,3,0
1205076,2,42,0,0,0,45,45,3,0
1205077,2,21,0,0,0,24,24,3,0
1205078,2,21,36,3,0,63,63,0,0
1205079,2,33,3,0,0,36,36,0,0
1205080,2,21,3,0,0,24,24,0,0
1205081,2,18,0,0,0,21,21,0,0
1205082,2,18,9,0,0,27,27,3,0
1205083,2,9,0,0,0,9,12,0,0
1205084,2,54,18,3,0,78,75,3,0
1205085,2,33,6,3,0,42,42,3,0
1205086,2,33,3,0,0,36,36,0,0
1205087,2,27,9,0,0,36,36,0,0
1205088,2,18,3,0,0,24,24,3,0
1205089,2,30,0,0,0,33,33,3,0
1205090,2,24,0,0,0,27,27,0,0
1205091,2,30,3,3,0,36,33,3,0
1205092,2,21,6,0,0,30,27,0,3
1205093,2,24,3,3,0,30,30,0,0
1205094,2,21,3,0,0,24,21,0,3
1205095,2,12,0,0,0,15,15,0,0
1205096,2,15,6,0,0,24,21,0,0
1205097,2,12,3,3,0,18,18,3,0
1205098,2,12,0,0,0,15,15,3,3
